1	1	2008-03-31 00:00:00.000	1
1	2	2008-03-31 00:00:00.000	1
1	3	2008-03-31 00:00:00.000	1
1	4	2008-03-31 00:00:00.000	1
1	316	2008-03-31 00:00:00.000	1
1	317	2008-03-31 00:00:00.000	1
1	318	2008-03-31 00:00:00.000	1
1	319	2008-03-31 00:00:00.000	1
1	320	2008-03-31 00:00:00.000	1
1	321	2008-03-31 00:00:00.000	1
1	322	2008-03-31 00:00:00.000	1
1	323	2008-03-31 00:00:00.000	1
1	324	2008-03-31 00:00:00.000	1
1	325	2008-03-31 00:00:00.000	1
1	326	2008-03-31 00:00:00.000	1
1	327	2008-03-31 00:00:00.000	1
1	328	2008-03-31 00:00:00.000	1
1	329	2008-03-31 00:00:00.000	1
1	330	2008-03-31 00:00:00.000	1
1	331	2008-03-31 00:00:00.000	1
1	332	2008-03-31 00:00:00.000	160
1	341	2008-03-31 00:00:00.000	1
1	342	2008-03-31 00:00:00.000	1
1	343	2008-03-31 00:00:00.000	1
1	344	2008-03-31 00:00:00.000	1
1	345	2008-03-31 00:00:00.000	1
1	346	2008-03-31 00:00:00.000	1
1	347	2008-03-31 00:00:00.000	1
1	348	2008-03-31 00:00:00.000	1
1	349	2008-03-31 00:00:00.000	1
1	350	2008-03-31 00:00:00.000	1
1	351	2008-03-31 00:00:00.000	1
1	352	2008-03-31 00:00:00.000	1
1	355	2008-03-31 00:00:00.000	1
1	356	2008-03-31 00:00:00.000	1
1	357	2008-03-31 00:00:00.000	1
1	358	2008-03-31 00:00:00.000	1
1	359	2008-03-31 00:00:00.000	1
1	360	2008-03-31 00:00:00.000	1
1	361	2008-03-31 00:00:00.000	1
1	362	2008-03-31 00:00:00.000	1
1	363	2008-03-31 00:00:00.000	1
1	364	2008-03-31 00:00:00.000	1
1	365	2008-03-31 00:00:00.000	1
1	366	2008-03-31 00:00:00.000	1
1	367	2008-03-31 00:00:00.000	1
1	368	2008-03-31 00:00:00.000	1
1	369	2008-03-31 00:00:00.000	1
1	370	2008-03-31 00:00:00.000	1
1	371	2008-03-31 00:00:00.000	1
