274	28000.0000	2011-05-31 00:00:00.000	2011-04-16 00:00:00.000	99109BBF-8693-4587-BC23-6036EC89E1BE
274	7000.0000	2011-08-31 00:00:00.000	2011-07-17 00:00:00.000	DFD01444-8900-461C-8D6F-04598DAE01D4
274	91000.0000	2011-12-01 00:00:00.000	2011-10-17 00:00:00.000	0A69F453-9689-4CCF-A08C-C644670F5668
274	140000.0000	2012-02-29 00:00:00.000	2012-01-15 00:00:00.000	DA8D1458-5FB9-4C3E-9EAD-8F5CE1393047
274	70000.0000	2012-05-30 00:00:00.000	2012-04-15 00:00:00.000	760CEF84-B980-417B-A667-7358C38857F0
274	154000.0000	2012-08-30 00:00:00.000	2012-07-16 00:00:00.000	FB29E024-F26A-49AA-A7CC-C99AE7BA4853
274	107000.0000	2012-11-30 00:00:00.000	2012-10-16 00:00:00.000	13947D2C-A254-47C9-8817-CBD186FFA526
274	58000.0000	2013-02-28 00:00:00.000	2013-01-14 00:00:00.000	BC1A222F-47A0-48D1-9C56-AC873269DC98
274	263000.0000	2013-05-30 00:00:00.000	2013-04-15 00:00:00.000	8B4E3CBF-F0EF-49C5-9A8C-87679055057E
274	116000.0000	2013-08-30 00:00:00.000	2013-07-16 00:00:00.000	E9DE95E3-B119-4441-BD1D-B27FC4516022
274	84000.0000	2013-11-30 00:00:00.000	2013-10-16 00:00:00.000	7CEA47B5-8391-4414-A866-FF6EC6628CD3
274	187000.0000	2014-03-01 00:00:00.000	2014-01-15 00:00:00.000	0CFB6474-20AA-46D3-A5C0-29DBA2EDA025
275	367000.0000	2011-05-31 00:00:00.000	2011-04-16 00:00:00.000	5F7E9647-3F08-49B0-A4A4-90257FC78197
275	556000.0000	2011-08-31 00:00:00.000	2011-07-17 00:00:00.000	87AC1FB7-A3C5-43A6-90AA-2D09AE00148A
275	502000.0000	2011-12-01 00:00:00.000	2011-10-17 00:00:00.000	52849F15-2FC4-4154-894D-1E3D3DAEA181
275	550000.0000	2012-02-29 00:00:00.000	2012-01-15 00:00:00.000	C69B67DB-F35F-4DAD-A8A8-C4D074AD17DB
275	1429000.0000	2012-05-30 00:00:00.000	2012-04-15 00:00:00.000	ACE52EBF-5328-4B20-951F-F7323F0D3A56
275	1324000.0000	2012-08-30 00:00:00.000	2012-07-16 00:00:00.000	59FD606C-22FF-4F43-951B-74FCA7758EDE
275	729000.0000	2012-11-30 00:00:00.000	2012-10-16 00:00:00.000	A2907D41-6271-43D5-8439-DFFEB6B963FA
275	1194000.0000	2013-02-28 00:00:00.000	2013-01-14 00:00:00.000	08270720-0537-4F0E-BA15-375EC0660F31
275	1575000.0000	2013-05-30 00:00:00.000	2013-04-15 00:00:00.000	AA3C8A00-6590-497E-80F6-075BB947E025
275	1218000.0000	2013-08-30 00:00:00.000	2013-07-16 00:00:00.000	12AAC834-AB2F-4E84-B85D-08839670C198
275	849000.0000	2013-11-30 00:00:00.000	2013-10-16 00:00:00.000	118F1FC6-7B7E-4588-90B0-F08BA349DBE7
275	869000.0000	2014-03-01 00:00:00.000	2014-01-15 00:00:00.000	1290B655-35F4-4447-A4C5-1385F62FEF4D
276	637000.0000	2011-05-31 00:00:00.000	2011-04-16 00:00:00.000	2DF41DD8-182E-4C57-AE81-718F714CB4FF
276	781000.0000	2011-08-31 00:00:00.000	2011-07-17 00:00:00.000	CB65848E-16D8-42FD-A9F3-8A8CAE4CEB9C
276	665000.0000	2011-12-01 00:00:00.000	2011-10-17 00:00:00.000	E35D6A3A-8303-47DD-B0E6-FD7D40A396B2
276	639000.0000	2012-02-29 00:00:00.000	2012-01-15 00:00:00.000	F8443072-C5B3-4F3F-8E20-5F53C90B0414
276	1355000.0000	2012-05-30 00:00:00.000	2012-04-15 00:00:00.000	1B62E37F-2045-404A-B3F0-4E7B65C8D979
276	1009000.0000	2012-08-30 00:00:00.000	2012-07-16 00:00:00.000	68082AFC-9A96-4EDE-8B8E-64C4E9F8DDD4
276	860000.0000	2012-11-30 00:00:00.000	2012-10-16 00:00:00.000	A6FCE001-AF4B-45FA-998C-F69E097D650E
276	1021000.0000	2013-02-28 00:00:00.000	2013-01-14 00:00:00.000	AEDA3A74-5E52-4FDC-AE81-E236B4D14F5F
276	1525000.0000	2013-05-30 00:00:00.000	2013-04-15 00:00:00.000	C81757CA-DA32-4618-8429-395F96283A6D
276	1276000.0000	2013-08-30 00:00:00.000	2013-07-16 00:00:00.000	C5A85488-C1DC-4F85-9B24-ADDF853793F8
276	894000.0000	2013-11-30 00:00:00.000	2013-10-16 00:00:00.000	9D246AF6-85FE-4A25-A266-70A11895D013
276	1124000.0000	2014-03-01 00:00:00.000	2014-01-15 00:00:00.000	633A5552-F996-475F-BD93-BB6F343F65D8
277	565000.0000	2011-05-31 00:00:00.000	2011-04-16 00:00:00.000	D1F92EC2-0C55-47D4-BE71-54B37223D19F
277	872000.0000	2011-08-31 00:00:00.000	2011-07-17 00:00:00.000	F9823592-5888-487D-9B86-79074A27A96F
277	846000.0000	2011-12-01 00:00:00.000	2011-10-17 00:00:00.000	472859C3-39A7-4504-A0CD-760CBEAC95F8
277	952000.0000	2012-02-29 00:00:00.000	2012-01-15 00:00:00.000	ECA1E739-05F5-4584-9118-927634284E93
277	1600000.0000	2012-05-30 00:00:00.000	2012-04-15 00:00:00.000	D368DC2C-F142-48F6-A787-91D818C04534
277	1352000.0000	2012-08-30 00:00:00.000	2012-07-16 00:00:00.000	64C8E4F4-F979-4816-A2EE-B044AD74224D
277	839000.0000	2012-11-30 00:00:00.000	2012-10-16 00:00:00.000	0569DF99-DEAB-46CE-8818-8EEE2DD47BF1
277	1369000.0000	2013-02-28 00:00:00.000	2013-01-14 00:00:00.000	0323D0BC-C5CC-4D67-8935-DD05074FBA43
277	1171000.0000	2013-05-30 00:00:00.000	2013-04-15 00:00:00.000	FCA465DE-87F6-4F95-B80F-103726CE823B
277	971000.0000	2013-08-30 00:00:00.000	2013-07-16 00:00:00.000	D1CF9BFC-0E82-4B0A-BECC-DA6246767A74
277	714000.0000	2013-11-30 00:00:00.000	2013-10-16 00:00:00.000	980224A6-3397-4AF9-9B7B-883C80122A6A
277	947000.0000	2014-03-01 00:00:00.000	2014-01-15 00:00:00.000	440AA05D-4BC7-4093-8C4E-54F7F8C74BB9
278	244000.0000	2011-05-31 00:00:00.000	2011-04-16 00:00:00.000	16962D2D-F610-4150-9C05-0BE2E0FFE207
278	356000.0000	2011-08-31 00:00:00.000	2011-07-17 00:00:00.000	5690E967-970D-41F6-9864-C64BD61A896D
278	266000.0000	2011-12-01 00:00:00.000	2011-10-17 00:00:00.000	9AEDA6BA-4476-4F8E-821B-26B52596718F
