4	222.1492	1580	2011-04-25 00:00:00.000	4	2011-04-25 00:00:00.000	201.0400	2011-04-16 00:00:00.000	1	3	16.0832	258	5.0260
1	300.6721	1496	2011-04-25 00:00:00.000	4	2011-04-25 00:00:00.000	272.1015	2011-04-16 00:00:00.000	2	5	21.7681	254	6.8025
4	9776.2665	1494	2011-04-25 00:00:00.000	4	2011-04-25 00:00:00.000	8847.3000	2011-04-16 00:00:00.000	3	2	707.7840	257	221.1825
3	189.0395	1650	2011-04-25 00:00:00.000	4	2011-04-25 00:00:00.000	171.0765	2011-04-16 00:00:00.000	4	5	13.6861	261	4.2769
4	22539.0165	1654	2011-05-09 00:00:00.000	4	2011-05-09 00:00:00.000	20397.3000	2011-04-30 00:00:00.000	5	4	1631.7840	251	509.9325
4	16164.0229	1664	2011-05-09 00:00:00.000	4	2011-05-09 00:00:00.000	14628.0750	2011-04-30 00:00:00.000	6	3	1170.2460	253	365.7019
4	64847.5328	1678	2011-05-09 00:00:00.000	4	2011-05-09 00:00:00.000	58685.5500	2011-04-30 00:00:00.000	7	3	4694.8440	255	1467.1388
4	766.1827	1616	2011-05-09 00:00:00.000	4	2011-05-09 00:00:00.000	693.3780	2011-04-30 00:00:00.000	8	5	55.4702	256	17.3345
4	767.0528	1492	2011-12-23 00:00:00.000	5	2011-12-23 00:00:00.000	694.1655	2011-12-14 00:00:00.000	9	5	55.5332	259	17.3541
4	1984.6192	1602	2011-12-23 00:00:00.000	4	2011-12-23 00:00:00.000	1796.0355	2011-12-14 00:00:00.000	10	5	143.6828	250	44.9009
4	553.8221	1540	2011-12-23 00:00:00.000	4	2011-12-23 00:00:00.000	501.1965	2011-12-14 00:00:00.000	11	4	40.0957	258	12.5299
4	38281.8686	1628	2011-12-23 00:00:00.000	4	2011-12-23 00:00:00.000	34644.2250	2011-12-14 00:00:00.000	12	5	2771.5380	254	866.1056
4	2032.6535	1604	2011-12-23 00:00:00.000	4	2011-12-23 00:00:00.000	1839.5055	2011-12-14 00:00:00.000	13	4	147.1604	257	45.9876
3	161.6461	1690	2011-12-23 00:00:00.000	4	2011-12-23 00:00:00.000	146.2860	2011-12-14 00:00:00.000	14	5	11.7029	261	3.6572
4	113.3332	1566	2011-12-23 00:00:00.000	4	2011-12-23 00:00:00.000	102.5640	2011-12-14 00:00:00.000	15	5	8.2051	251	2.5641
4	166.6235	1698	2011-12-23 00:00:00.000	4	2011-12-23 00:00:00.000	150.7905	2011-12-14 00:00:00.000	16	5	12.0632	253	3.7698
4	15104.7146	1560	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	13669.4250	2011-12-15 00:00:00.000	17	5	1093.5540	255	341.7356
4	18114.5192	1692	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	16393.2300	2011-12-15 00:00:00.000	18	5	1311.4584	256	409.8308
4	87520.5581	1696	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	79204.1250	2011-12-15 00:00:00.000	19	2	6336.3300	259	1980.1031
4	609.8274	1504	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	551.8800	2011-12-15 00:00:00.000	20	1	44.1504	260	13.7970
4	7721.4638	1544	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	6987.7500	2011-12-15 00:00:00.000	21	1	559.0200	250	174.6938
4	31019.8639	1530	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	28072.2750	2011-12-15 00:00:00.000	22	2	2245.7820	254	701.8069
4	41230.0639	1508	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	37312.2750	2011-12-15 00:00:00.000	23	1	2984.9820	257	932.8069
3	4658.4038	1694	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	4215.7500	2011-12-15 00:00:00.000	24	1	337.2600	261	105.3938
4	31268.7375	1624	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	28297.5000	2011-12-15 00:00:00.000	25	2	2263.8000	251	707.4375
4	66.2387	1548	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	59.9445	2011-12-15 00:00:00.000	26	2	4.7956	253	1.4986
4	798.4841	1598	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	722.6100	2011-12-15 00:00:00.000	27	4	57.8088	255	18.0653
4	48485.6873	1658	2011-12-24 00:00:00.000	4	2011-12-24 00:00:00.000	43878.4500	2011-12-15 00:00:00.000	28	5	3510.2760	256	1096.9613
4	655.0424	1536	2012-01-17 00:00:00.000	4	2012-01-17 00:00:00.000	592.7985	2012-01-08 00:00:00.000	29	4	47.4239	259	14.8200
4	23483.4600	1568	2012-01-17 00:00:00.000	4	2012-01-17 00:00:00.000	21252.0000	2012-01-08 00:00:00.000	30	2	1700.1600	260	531.3000
4	157.3647	1648	2012-01-17 00:00:00.000	4	2012-01-17 00:00:00.000	142.4115	2012-01-08 00:00:00.000	31	5	11.3929	258	3.5603
