	.0000	2014-02-08 10:01:36.827	694215B7-08F7-4C0D-ACB1-D734BA44C0C8	Adjustable Race	750	0	2008-04-30 00:00:00.000			.0000				0			1000	1	AR-5381		0			
	.0000	2014-02-08 10:01:36.827	58AE3C20-4F3A-4749-A7D4-D568806CC537	Bearing Ball	750	0	2008-04-30 00:00:00.000			.0000				0			1000	2	BA-8327		0			
	.0000	2014-02-08 10:01:36.827	9C21AED2-5BFA-4F18-BCB8-F11638DC2E4E	BB Ball Bearing	600	1	2008-04-30 00:00:00.000			.0000				1			800	3	BE-2349		0			
	.0000	2014-02-08 10:01:36.827	ECFED6CB-51FF-49B5-B06C-7D8AC834DB8B	Headset Ball Bearings	600	0	2008-04-30 00:00:00.000			.0000				0			800	4	BE-2908		0			
	.0000	2014-02-08 10:01:36.827	E73E9750-603B-4131-89F5-3DD15ED5FF80	Blade	600	1	2008-04-30 00:00:00.000			.0000				1			800	316	BL-2036		0			
	.0000	2014-02-08 10:01:36.827	3C9D10B7-A6B2-4774-9963-C19DCEE72FEA	LL Crankarm	375	0	2008-04-30 00:00:00.000			.0000				0		Black	500	317	CA-5965		0		L 	
	.0000	2014-02-08 10:01:36.827	EABB9A92-FA07-4EAB-8955-F0517B4A4CA7	ML Crankarm	375	0	2008-04-30 00:00:00.000			.0000				0		Black	500	318	CA-6738		0		M 	
	.0000	2014-02-08 10:01:36.827	7D3FD384-4F29-484B-86FA-4206E276FE58	HL Crankarm	375	0	2008-04-30 00:00:00.000			.0000				0		Black	500	319	CA-7457		0			
	.0000	2014-02-08 10:01:36.827	7BE38E48-B7D6-4486-888E-F53C26735101	Chainring Bolts	750	0	2008-04-30 00:00:00.000			.0000				0		Silver	1000	320	CB-2903		0			
	.0000	2014-02-08 10:01:36.827	3314B1D7-EF69-4431-B6DD-DC75268BD5DF	Chainring Nut	750	0	2008-04-30 00:00:00.000			.0000				0		Silver	1000	321	CN-6137		0			
	.0000	2014-02-08 10:01:36.827	F0AC2C4D-1A1F-4E3C-B4D9-68AEA0EC1CE4	Chainring	750	0	2008-04-30 00:00:00.000			.0000				0		Black	1000	322	CR-7833		0			
	.0000	2014-02-08 10:01:36.827	51A32CA6-65A1-4C31-AF2B-D9E4F5D631D4	Crown Race	750	0	2008-04-30 00:00:00.000			.0000				0			1000	323	CR-9981		0			
	.0000	2014-02-08 10:01:36.827	FE0678ED-AEF2-4C58-A450-8151CC24DDD8	Chain Stays	750	1	2008-04-30 00:00:00.000			.0000				1			1000	324	CS-2812		0			
	.0000	2014-02-08 10:01:36.827	05CE123C-A402-478E-AE9B-75D7727AEAAD	Decal 1	750	0	2008-04-30 00:00:00.000			.0000				0			1000	325	DC-8732		0			
	.0000	2014-02-08 10:01:36.827	A56851F9-1CD7-4E2F-8779-2E773E1B5209	Decal 2	750	0	2008-04-30 00:00:00.000			.0000				0			1000	326	DC-9824		0			
	.0000	2014-02-08 10:01:36.827	1DAD47DD-E259-42B8-B8B4-15A0B7D21B2F	Down Tube	600	1	2008-04-30 00:00:00.000			.0000				1			800	327	DT-2377		0			
	.0000	2014-02-08 10:01:36.827	6070B1EA-59B7-4F8B-950F-2BE07D00449D	Mountain End Caps	750	1	2008-04-30 00:00:00.000			.0000				1			1000	328	EC-M092		0			
	.0000	2014-02-08 10:01:36.827	88399D13-719E-4545-81D6-F0650F372FA2	Road End Caps	750	1	2008-04-30 00:00:00.000			.0000				1			1000	329	EC-R098		0			
	.0000	2014-02-08 10:01:36.827	6903CE24-D0CE-4191-9198-4231DE37A929	Touring End Caps	750	1	2008-04-30 00:00:00.000			.0000				1			1000	330	EC-T209		0			
	.0000	2014-02-08 10:01:36.827	C91D602E-DA52-43D2-BD7E-EB110A9392B9	Fork End	600	1	2008-04-30 00:00:00.000			.0000				1			800	331	FE-3760		0			
	.0000	2014-02-08 10:01:36.827	D864879A-E8B1-4F7B-BAFA-1F136089C2C8	Freewheel	375	0	2008-04-30 00:00:00.000			.0000				0		Silver	500	332	FH-2981		0			
	.0000	2014-02-08 10:01:36.827	A3F2FA3A-22E1-43D8-A131-A9B89C32D8EA	Flat Washer 1	750	0	2008-04-30 00:00:00.000			.0000				0			1000	341	FW-1000		0			
	.0000	2014-02-08 10:01:36.827	331ADDEC-E9B9-4A7E-9324-42069C2DCDC4	Flat Washer 6	750	0	2008-04-30 00:00:00.000			.0000				0			1000	342	FW-1200		0			
	.0000	2014-02-08 10:01:36.827	84A3473E-AE26-4A21-81B9-60BB418A79B2	Flat Washer 2	750	0	2008-04-30 00:00:00.000			.0000				0			1000	343	FW-1400		0			
	.0000	2014-02-08 10:01:36.827	0AE4CE60-5242-48F5-ADA1-3013FF45F969	Flat Washer 9	750	0	2008-04-30 00:00:00.000			.0000				0			1000	344	FW-3400		0			
	.0000	2014-02-08 10:01:36.827	2C1C58B4-234C-4B3A-8C8E-84524AC05EEA	Flat Washer 4	750	0	2008-04-30 00:00:00.000			.0000				0			1000	345	FW-3800		0			
	.0000	2014-02-08 10:01:36.827	590C2C3F-A8B6-42B5-9412-D655E37F0EAE	Flat Washer 3	750	0	2008-04-30 00:00:00.000			.0000				0			1000	346	FW-5160		0			
	.0000	2014-02-08 10:01:36.827	1B73F5FE-AB85-49FC-99AD-0500CEBDA91D	Flat Washer 8	750	0	2008-04-30 00:00:00.000			.0000				0			1000	347	FW-5800		0			
	.0000	2014-02-08 10:01:36.827	D182CF18-4DDF-429B-A0DF-DE1CFC92622D	Flat Washer 5	750	0	2008-04-30 00:00:00.000			.0000				0			1000	348	FW-7160		0			
	.0000	2014-02-08 10:01:36.827	7E55F64D-EA3C-45FF-BE72-F7F7B9D61A79	Flat Washer 7	750	0	2008-04-30 00:00:00.000			.0000				0			1000	349	FW-9160		0			
	.0000	2014-02-08 10:01:36.827	1CBFA85B-5C9B-4B58-9C17-95238215D926	Fork Crown	600	1	2008-04-30 00:00:00.000			.0000				1			800	350	FC-3654		0			
	.0000	2014-02-08 10:01:36.827	01C901E3-4323-48ED-AB9E-9BFDA28BDEF6	Front Derailleur Cage	600	0	2008-04-30 00:00:00.000			.0000				0		Silver	800	351	FC-3982		0			
	.0000	2014-02-08 10:01:36.827	88ED2E08-E775-4915-B506-831600B773FD	Front Derailleur Linkage	600	0	2008-04-30 00:00:00.000			.0000				0		Silver	800	352	FL-2301		0			
	.0000	2014-02-08 10:01:36.827	6A89205B-90C3-4997-8C63-BC6A5EBC752D	Guide Pulley	600	0	2008-04-30 00:00:00.000			.0000				0			800	355	GP-0982		0			
	.0000	2014-02-08 10:01:36.827	32C82181-1969-4660-AE04-A02D51994EC1	LL Grip Tape	600	0	2008-04-30 00:00:00.000			.0000				0			800	356	GT-0820		0		L 	
	.0000	2014-02-08 10:01:36.827	09343E22-2494-4279-9F32-5D961A0FBFEA	ML Grip Tape	600	0	2008-04-30 00:00:00.000			.0000				0			800	357	GT-1209		0		M 	
	.0000	2014-02-08 10:01:36.827	8E5B2BF7-81DD-4454-B75E-D9AE2A6FBD26	HL Grip Tape	600	0	2008-04-30 00:00:00.000			.0000				0			800	358	GT-2908		0			
	.0000	2014-02-08 10:01:36.827	A63AFF3C-4143-4016-BC99-D3F80EC1ADE5	Thin-Jam Hex Nut 9	750	0	2008-04-30 00:00:00.000			.0000				0			1000	359	HJ-1213		0			
	.0000	2014-02-08 10:01:36.827	A1AE0C6D-92A5-4FDA-B33B-1301E83EFE5B	Thin-Jam Hex Nut 10	750	0	2008-04-30 00:00:00.000			.0000				0			1000	360	HJ-1220		0			
	.0000	2014-02-08 10:01:36.827	E33E8C4C-282A-4D1F-91E7-E9969CF7134F	Thin-Jam Hex Nut 1	750	0	2008-04-30 00:00:00.000			.0000				0			1000	361	HJ-1420		0			
